Inhibited spontaneous emission in solid-state physics and electronics|http://prl.aps.org/abstract/PRL/v58/i20/p2059_1|12447|21|http://scholar.google.com/scholar?cites=7212299776696767690&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=7212299776696767690&hl=en&num=20&as_sdt=0,5|1987
Cited by 51821|http://scholar.google.com/scholar?cites=1952803688624960222&as_sdt=2005&sciodt=0,5&hl=en&num=20|51821|29|http://scholar.google.com/scholar?cites=1952803688624960222&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=1952803688624960222&hl=en&num=20&as_sdt=0,5|2004
On the einstein-podolsky-rosen paradox|http://philoscience.unibe.ch/documents/TexteHS10/bell1964epr.pdf|7887|5|http://scholar.google.com/scholar?cites=5285903270378747828&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=5285903270378747828&hl=en&num=20&as_sdt=0,5|1964
MOS/metal oxide semiconductor/physics and technology|http://adsabs.harvard.edu/abs/1982wi...book.....N%E5%AF%86|4731|7|http://scholar.google.com/scholar?cites=8349258572931894962&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=8349258572931894962&hl=en&num=20&as_sdt=0,5|1982
The physics of rubber elasticity|http://books.google.com/books?hl=en&lr=&id=EfCZXXKQ50wC&oi=fnd&pg=PT10&dq=physics&ots=qAMlZEsXnW&sig=mZbCsrKDNtNNGnes_raYC_Oc46k|5157|2|http://scholar.google.com/scholar?cites=6405984045036376950&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=6405984045036376950&hl=en&num=20&as_sdt=0,5|1975
Fundamentals of semiconductors: physics and materials properties|http://www.lavoisier.fr/livre/notice.asp?id=2XKW3OAOLO6OWF|2035|9|http://scholar.google.com/scholar?cites=1411776880898144977&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=1411776880898144977&hl=en&num=20&as_sdt=0,5|1999
CMS physics technical design report, volume ii: Physics performance|http://adsabs.harvard.edu/abs/2007JPhG...34..995C|1180|3|http://scholar.google.com/scholar?cites=4846031094597935463&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=4846031094597935463&hl=en&num=20&as_sdt=0,5|2007
Physics of fully ionized gases|http://adsabs.harvard.edu/abs/1965pfig.book.....S%EF%BF%BD%C3%9C|6116|8|http://scholar.google.com/scholar?cites=1251622186590544758&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=1251622186590544758&hl=en&num=20&as_sdt=0,5|1965
Cited by 9602|http://scholar.google.com/scholar?cites=12786765786930114311&as_sdt=2005&sciodt=0,5&hl=en&num=20|9602|7|http://scholar.google.com/scholar?cites=12786765786930114311&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=12786765786930114311&hl=en&num=20&as_sdt=0,5|1991
Population biology of plants.|http://www.cabdirect.org/abstracts/19782321379.html|10314|8|http://scholar.google.com/scholar?cites=9943926152122871332&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=9943926152122871332&hl=en&num=20&as_sdt=0,5|1977
Gene Ontology: tool for the unification of biology|http://www.nature.com/ng/journal/v25/n1/abs/ng0500_25.html|11626|44|http://scholar.google.com/scholar?cites=142421236769052427&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=142421236769052427&hl=en&num=20&as_sdt=0,5|2000
Short protocols in molecular biology|http://www.just.edu.jo/CoursesAndLabs/Molecular%20Diagnostic%20and%20Cytogenetics/Lab_Lm425/LM425.pdf|7393|5|http://scholar.google.com/scholar?cites=17383317790516536436&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=17383317790516536436&hl=en&num=20&as_sdt=0,5|1992
Biology of microorganisms|http://ww4.msu.ac.zw/elearning/material/1189175201ch30lectnotes06.pdf|7139|16|http://scholar.google.com/scholar?cites=17811702283418180429&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=17811702283418180429&hl=en&num=20&as_sdt=0,5|1997
Comparative method in evolutionary biology (POD)|http://www.lavoisier.fr/livre/notice.asp?ouvrage=1167742|4863|10|http://scholar.google.com/scholar?cites=13780485373429465587&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=13780485373429465587&hl=en&num=20&as_sdt=0,5|1991
Adaptation in natural and artificial systems: An introductory analysis with applications to biology, control, and artificial intelligence.|http://psycnet.apa.org/psycinfo/1975-26618-000|37300|12|http://scholar.google.com/scholar?cites=2229762536188542079&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=2229762536188542079&hl=en&num=20&as_sdt=0,5|1975
Dynamic light scattering: with applications to chemistry, biology and physics|http://books.google.com/books?hl=en&lr=&id=vBB54ABhmuEC&oi=fnd&pg=PA1&dq=biology&ots=L4qEE2piuc&sig=BPH6H4VQCaRIkEPxG0_5470jz1g|6530|6|http://scholar.google.com/scholar?cites=13575000107340947973&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=13575000107340947973&hl=en&num=20&as_sdt=0,5|1976
Bioconductor: open software development for computational biology and bioinformatics|http://www.biomedcentral.com/1465-6906/5/R80|5456|19|http://scholar.google.com/scholar?cites=11210161729572299828&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=11210161729572299828&hl=en&num=20&as_sdt=0,5|2004
Mathematical biology|http://books.google.com/books?hl=en&lr=&id=XbCuqjePs0MC&oi=fnd&pg=PR2&dq=biology&ots=Z1x3ifFjpC&sig=0g-OapxlhICzpLJkM7W0gqLvDUo|8369|30|http://scholar.google.com/scholar?cites=9699749088408994153&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=9699749088408994153&hl=en&num=20&as_sdt=0,5|2002
Circular statistics in biology|http://library.wur.nl/WebQuery/clc/164448|4339|3|http://scholar.google.com/scholar?cites=15768135063984745093&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=15768135063984745093&hl=en&num=20&as_sdt=0,5|1981
The oceans: their physics, chemistry, and general biology|http://publishing.cdlib.org/ucpressebooks/view?docId=kt167nb66r&chunk.id=0&doc.view=print|4464|14|http://scholar.google.com/scholar?cites=14924801244243367110&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=14924801244243367110&hl=en&num=20&as_sdt=0,5|1942
Substituent constants for correlation analysis in chemistry and biology|http://www.getcited.org/pub/101878391|4243|3|http://scholar.google.com/scholar?cites=121099083873825254&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=121099083873825254&hl=en&num=20&as_sdt=0,5|1979
Cited by 6224|http://scholar.google.com/scholar?cites=10178205503399978375&as_sdt=2005&sciodt=0,5&hl=en&num=20|6224|2|http://scholar.google.com/scholar?cites=10178205503399978375&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=10178205503399978375&hl=en&num=20&as_sdt=0,5|1985
Deciphering the biology of Mycobacterium tuberculosis from the complete genome sequence|http://www.nature.com/nature/journal/v393/n6685/abs/393537a0.html|5541|49|http://scholar.google.com/scholar?cites=8057608097328243598&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=8057608097328243598&hl=en&num=20&as_sdt=0,5|1998
Cited by 3321|http://scholar.google.com/scholar?cites=2718801218157611554&as_sdt=2005&sciodt=0,5&hl=en&num=20|3321|12|http://scholar.google.com/scholar?cites=2718801218157611554&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=2718801218157611554&hl=en&num=20&as_sdt=0,5|2000
Nonlinear dynamics and chaos: with applications to physics, biology, chemistry and engineering|http://www.citeulike.org/group/4585/article/2606929|5649|6|http://scholar.google.com/scholar?cites=12190415081634273449&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=12190415081634273449&hl=en&num=20&as_sdt=0,5|2001
Cited by 6057|http://scholar.google.com/scholar?cites=4143598931172650392&as_sdt=2005&sciodt=0,5&hl=en&num=20|6057|11|http://scholar.google.com/scholar?cites=4143598931172650392&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=4143598931172650392&hl=en&num=20&as_sdt=0,5|2007
Cited by 5712|http://scholar.google.com/scholar?cites=10197973451558557156&as_sdt=2005&sciodt=0,5&hl=en&num=20|5712|32|http://scholar.google.com/scholar?cites=10197973451558557156&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=10197973451558557156&hl=en&num=20&as_sdt=0,5|2008
Gold nanoparticles: assembly, supramolecular chemistry, quantum-size-related properties, and applications toward biology, catalysis, and nanotechnology|http://pubs.acs.org/doi/pdf/10.1021/cr030698%2B|6595|19|http://scholar.google.com/scholar?cites=3050206029297311544&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=3050206029297311544&hl=en&num=20&as_sdt=0,5|2004
Introduction to Research Methods|http://www.austin.org.au/Assets/Files/Session%201%20-%20Research%20Design.pdf|1934|3|http://scholar.google.com/scholar?cites=5116618765075160358&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=5116618765075160358&hl=en&num=20&as_sdt=0,5|1999
Cited by 398|http://scholar.google.com/scholar?cites=5776860730038355655&as_sdt=2005&sciodt=0,5&hl=en&num=20|398|0|http://scholar.google.com/scholar?cites=5776860730038355655&as_sdt=2005&sciodt=0,5&hl=en&num=20|None|1980
Evidence based medicine: what it is and what it isn&#39;t.|http://www.ncbi.nlm.nih.gov/pmc/articles/pmc2349778/|8567|30|http://scholar.google.com/scholar?cites=2611792375479254880&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=2611792375479254880&hl=en&num=20&as_sdt=0,5|1996
Cited by 443|http://scholar.google.com/scholar?cites=361813472216055318&as_sdt=2005&sciodt=0,5&hl=en&num=20|443|0|http://scholar.google.com/scholar?cites=361813472216055318&as_sdt=2005&sciodt=0,5&hl=en&num=20|None|2006
Harrison&#39;s principles of internal medicine|http://www.mheducation.asia/catalog/assets/Trade/Spring2008/Medical-Nursing.pdf|7450|25|http://scholar.google.com/scholar?cites=13458284575790066232&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=13458284575790066232&hl=en&num=20&as_sdt=0,5|2008
Cited by 9602|http://scholar.google.com/scholar?cites=12786765786930114311&as_sdt=2005&sciodt=0,5&hl=en&num=20|9602|7|http://scholar.google.com/scholar?cites=12786765786930114311&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=12786765786930114311&hl=en&num=20&as_sdt=0,5|1991
Evidence-based medicine|http://www.sciencedirect.com/science/article/pii/S0146000597800134|7951|20|http://scholar.google.com/scholar?cites=4939122310419297915&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=4939122310419297915&hl=en&num=20&as_sdt=0,5|1997
The strategy of preventive medicine.|http://www.cabdirect.org/abstracts/19932020318.html|2466|9|http://scholar.google.com/scholar?cites=3783000393885428172&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=3783000393885428172&hl=en&num=20&as_sdt=0,5|1992
Medicinal plants and traditional medicine in Africa.|http://www.cabdirect.org/abstracts/19842012621.html|2065|6|http://scholar.google.com/scholar?cites=13684467656381491887&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=13684467656381491887&hl=en&num=20&as_sdt=0,5|1982
Cited by 2724|http://scholar.google.com/scholar?cites=15335770060242736785&as_sdt=2005&sciodt=0,5&hl=en&num=20|2724|0|http://scholar.google.com/scholar?cites=15335770060242736785&as_sdt=2005&sciodt=0,5&hl=en&num=20|None|1992
Cited by 967|http://scholar.google.com/scholar?cites=2493014948115004384&as_sdt=2005&sciodt=0,5&hl=en&num=20|967|2|http://scholar.google.com/scholar?cites=2493014948115004384&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=2493014948115004384&hl=en&num=20&as_sdt=0,5|1976
Clinical epidemiology: a basic science for clinical medicine.|http://www.cabdirect.org/abstracts/19862027657.html|5064|5|http://scholar.google.com/scholar?cites=631125241489116292&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=631125241489116292&hl=en&num=20&as_sdt=0,5|1985
Trends in alternative medicine use in the United States, 1990-1997|http://jama.ama-assn.org/content/280/18/1569.short|6569|18|http://scholar.google.com/scholar?cites=14662717500955588234&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=14662717500955588234&hl=en&num=20&as_sdt=0,5|1998
Cited by 379|http://scholar.google.com/scholar?cites=6815727145058712021&as_sdt=2005&sciodt=0,5&hl=en&num=20|379|4|http://scholar.google.com/scholar?cites=6815727145058712021&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=6815727145058712021&hl=en&num=20&as_sdt=0,5|1970
The role of medicine. Dream, mirage or nemesis?|http://www.cabdirect.org/abstracts/19802702869.html|2407|4|http://scholar.google.com/scholar?cites=3964585999047729911&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=3964585999047729911&hl=en&num=20&as_sdt=0,5|1979
The American Rheumatism Association 1987 revised criteria for the classification of rheumatoid arthritis|http://onlinelibrary.wiley.com/doi/10.1002/art.1780310302/abstract|15222|15|http://scholar.google.com/scholar?cites=15812098086561678662&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=15812098086561678662&hl=en&num=20&as_sdt=0,5|1988
&hellip;  use of innovative therapies in sepsis. The ACCP/SCCM Consensus Conference Committee. American College of Chest Physicians/Society of Critical Care Medicine.|http://journal.publications.chestnet.org/article.aspx?articleid=1065037|5457|38|http://scholar.google.com/scholar?cites=947832515186490096&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=947832515186490096&hl=en&num=20&as_sdt=0,5|1992
Evidence-based medicine: how to practice and teach EBM|http://works.bepress.com/paul_glasziou/25/|1136|4|http://scholar.google.com/scholar?cites=17547068818622996618&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=17547068818622996618&hl=en&num=20&as_sdt=0,5|2005
Cost-effectiveness in health and medicine|http://books.google.com/books?hl=en&lr=&id=dazBueIX9L8C&oi=fnd&pg=PR15&dq=medicine&ots=BPr5VbjJZs&sig=XeZb-PrJzcbu-wZCrIeskivEvh4|6729|8|http://scholar.google.com/scholar?cites=7989617015697934901&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=7989617015697934901&hl=en&num=20&as_sdt=0,5|1996
The social transformation of American medicine|http://books.google.com/books?hl=en&lr=&id=FK4pBXGvQzoC&oi=fnd&pg=PR9&dq=medicine&ots=xWC6n03V3Q&sig=Alp8llEcEOuivNdF2a5BYc5RFkA|6077|7|http://scholar.google.com/scholar?cites=1698075301786853786&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=1698075301786853786&hl=en&num=20&as_sdt=0,5|1982
Gravitation and cosmology: principles and applications of the general theory of relativity|http://www.lavoisier.fr/livre/notice.asp?ouvrage=1382255|10031|8|http://scholar.google.com/scholar?cites=8614495635066860666&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=8614495635066860666&hl=en&num=20&as_sdt=0,5|1972
GRAVITATIONAL COLLAPSE: THE ROLE OF GENERAL RELATIVITY.|http://www.osti.gov/energycitations/product.biblio.jsp?osti_id=4141831|1329|3|http://scholar.google.com/scholar?cites=8663619917841218503&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=8663619917841218503&hl=en&num=20&as_sdt=0,5|1969
General relativity|http://books.google.com/books?hl=en&lr=&id=9S-hzg6-moYC&oi=fnd&pg=PR5&dq=relativity&ots=FGSLvDhC-h&sig=PA1A3SOQ7NHb4D2JCohj2hmSpGg|6758|8|http://scholar.google.com/scholar?cites=16148015339316522882&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=16148015339316522882&hl=en&num=20&as_sdt=0,5|2010
Introducing Einstein&#39;s relativity|http://adsabs.harvard.edu/abs/1993PhT....46h..59D|706|5|http://scholar.google.com/scholar?cites=16217627270896462191&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=16217627270896462191&hl=en&num=20&as_sdt=0,5|1993
The mathematical theory of relativity|http://adsabs.harvard.edu/abs/1920mtr..book.....E|1596|9|http://scholar.google.com/scholar?cites=12612146740409752249&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=12612146740409752249&hl=en&num=20&as_sdt=0,5|1920
Spacetime and geometry. An introduction to general relativity|http://adsabs.harvard.edu/abs/2004sgig.book.....C|863|7|http://scholar.google.com/scholar?cites=14868893402188094261&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=14868893402188094261&hl=en&num=20&as_sdt=0,5|2004
Rethinking linguistic relativity|http://books.google.com/books?hl=en&lr=&id=dPXvxgL2t1oC&oi=fnd&pg=PR7&dq=relativity&ots=dRt1yqX222&sig=voAbZafkIkjIGV8CBlDS2eGXniI|811|2|http://scholar.google.com/scholar?cites=11380149489671159918&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=11380149489671159918&hl=en&num=20&as_sdt=0,5|1996
Relativity: the general theory|http://adsabs.harvard.edu/abs/1964rgt..book.....S%E5%AF%86%EF%BF%BD%C3%9C%E5%AF%86|2384|5|http://scholar.google.com/scholar?cites=10733966226850003050&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=10733966226850003050&hl=en&num=20&as_sdt=0,5|1964
Semi-Riemannian Geometry With Applications to Relativity, 103|http://books.google.com/books?hl=en&lr=&id=CGk1eRSjFIIC&oi=fnd&pg=PP2&dq=relativity&ots=ePBQYWGDEU&sig=O9XSxHbEu9m8-RPN2JlK15L495w|2820|9|http://scholar.google.com/scholar?cites=12071198294351823960&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=12071198294351823960&hl=en&num=20&as_sdt=0,5|1983
The meaning of relativity|http://books.google.com/books?hl=en&lr=&id=yZ65QaWMC8QC&oi=fnd&pg=PP1&dq=relativity&ots=ybi6TDospP&sig=tQF7B-YisfTd5eh-18eoDvbOaxQ|2294|68|http://scholar.google.com/scholar?cites=11457595862006272228&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=11457595862006272228&hl=en&num=20&as_sdt=0,5|2003
Essential Relativity. Special, General, and Cosmological.|http://adsabs.harvard.edu/abs/1980ersg.book.....R|893|8|http://scholar.google.com/scholar?cites=17925471464537870120&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=17925471464537870120&hl=en&num=20&as_sdt=0,5|1980
Cited by 2428|http://scholar.google.com/scholar?cites=6709480951641266640&as_sdt=2005&sciodt=0,5&hl=en&num=20|2428|7|http://scholar.google.com/scholar?cites=6709480951641266640&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=6709480951641266640&hl=en&num=20&as_sdt=0,5|1969
Singular hypersurfaces and thin shells in general relativity|http://link.springer.com/article/10.1007/BF02710419|1699|8|http://scholar.google.com/scholar?cites=15393282391177229497&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=15393282391177229497&hl=en&num=20&as_sdt=0,5|1966
Quantum theory and 5-dimensional theory of relativity|http://adsabs.harvard.edu/abs/1983uft..conf..434K%EF%BF%BD%C3%9C|1956|2|http://scholar.google.com/scholar?cites=13326515469513148202&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=13326515469513148202&hl=en&num=20&as_sdt=0,5|1983
Relativity: special, general, and cosmological|http://adsabs.harvard.edu/abs/2001rsgc.book.....R|488|8|http://scholar.google.com/scholar?cites=6906706217724154887&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=6906706217724154887&hl=en&num=20&as_sdt=0,5|2001
The theory of relativity|http://adsabs.harvard.edu/abs/1962thre.book.....M|1892|7|http://scholar.google.com/scholar?cites=15580007652763119935&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=15580007652763119935&hl=en&num=20&as_sdt=0,5|1962
Cited by 2084|http://scholar.google.com/scholar?cites=3255120110169378508&as_sdt=2005&sciodt=0,5&hl=en&num=20|2084|7|http://scholar.google.com/scholar?cites=3255120110169378508&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=3255120110169378508&hl=en&num=20&as_sdt=0,5|1987
General relativity with spin and torsion: Foundations and prospects|http://rmp.aps.org/abstract/RMP/v48/i3/p393_1|1677|12|http://scholar.google.com/scholar?cites=318534289671362430&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=318534289671362430&hl=en&num=20&as_sdt=0,5|1976
Why nouns are learned before verbs: Linguistic relativity versus natural partitioning|http://www.ideals.illinois.edu/handle/2142/17514|980|0|http://scholar.google.com/scholar?cites=16025473535286701571&as_sdt=2005&sciodt=0,5&hl=en&num=20|None|1982
Cited by 112|http://scholar.google.com/scholar?cites=3730107345847732191&as_sdt=2005&sciodt=0,5&hl=en&num=20|112|0|http://scholar.google.com/scholar?cites=3730107345847732191&as_sdt=2005&sciodt=0,5&hl=en&num=20|None|1969
Two-photon laser scanning fluorescence microscopy|http://www.sciencemag.org/content/248/4951/73.short|6369|13|http://scholar.google.com/scholar?cites=8451892478423198276&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=8451892478423198276&hl=en&num=20&as_sdt=0,5|1990
Studies and perspectives of protein kinase C|http://www.sciencemag.org/content/233/4761/305.short|4895|7|http://scholar.google.com/scholar?cites=2028857017459488256&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=2028857017459488256&hl=en&num=20&as_sdt=0,5|1986
Intracellular signaling by hydrolysis of phospholipids and activation of protein kinase C|http://www.sciencemag.org/content/258/5082/607.short|4319|7|http://scholar.google.com/scholar?cites=2174744427969330746&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=2174744427969330746&hl=en&num=20&as_sdt=0,5|1992
Angiogenic factors|http://www.sciencemag.org/content/235/4787/442.short|4669|6|http://scholar.google.com/scholar?cites=7078096722564137069&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=7078096722564137069&hl=en&num=20&as_sdt=0,5|1987
Thousandfold change in resistivity in magnetoresistive La-Ca-Mn-O films|http://www.sciencemag.org/content/264/5157/413.short|4705|8|http://scholar.google.com/scholar?cites=13168473572812939994&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=13168473572812939994&hl=en&num=20&as_sdt=0,5|1994
Bone: formation by autoinduction|http://www.sciencemag.org/content/150/3698/893.short|4685|6|http://scholar.google.com/scholar?cites=7714310391602734082&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=7714310391602734082&hl=en&num=20&as_sdt=0,5|1965
